IDEN;M0.75;M5;M120;M420;M1440
22;32;25;13;11;8
23;62;44;23;18;14
24;40;36;25;21;15
25;69;55;31;25;18
26;90;80;62;53;42
27;88;72;50;41;33
28;88;62;26;19;14
29;59;45;26;21;15
30;40;30;20;18;14
31;23;16;9;8;6
32;22;17;11;9;7
33;43;26;15;13;8
49;65;61;53;46;35
50;74;66;52;39;33
51;47;41;30;25;18
52;29;12;6;2;1
53;16;13;7;6;3
54;28;20;12;8;6
55;62;54;34;18;18
56;70;54;34;24;18
57;41;26;17;15;10
58;85;67;35;20;12
59;56;43;23;18;11
60;35;19;11;6;5
61;13;9;3;4;2
62;70;66;58;46;37
63;27;19;11;10;5
64;27;16;9;7;4
65.04;56.94305694;43.95604396;25.97402597;19.98001998;14.98501499
66.08;93.86858398;84.88116637;58.91751548;45.93569003;34.9510685
67.03;65.98680264;49.990002;29.9940012;22.99540092;16.99660068
68.04;38.97661403;29.98201079;19.9880072;17.98920648;15.99040576
68.1;40.33051348;28.52646075;13.77139485;9.836710604;8.853039544
68.2;33.97961223;25.98440935;11.99280432;9.994003598;6.995802518
68.3;34.89531406;23.92821535;10.9670987;7.976071785;5.982053838
69;17.92471619;11.94981079;5.974905397;2.987452699;3.983270265
70;87.90155026;55.93735017;26.96979383;19.97762506;15.98210005
71;85.86261981;73.88178914;53.91373802;43.92971246;35.94249201
72;45.85326954;19.93620415;7.974481659;4.984051037;3.987240829
73;23.92344498;16.94577352;7.974481659;5.980861244;4.984051037
74;23.99040384;15.99360256;7.996801279;5.99760096;4.9980008
75;69.80454727;56.84084563;34.90227363;24.93019545;17.94974073
76;57.84959106;47.87552364;29.92220227;22.94035508;17.95332136
92;61.90095847;23.96166134;7.987220447;5.990415335;8.985623003
93;49.86039091;23.93298763;7.977662545;5.983246909;3.988831272
94;57.8726801;21.95170625;5.986828976;2.993414488;1.995609659
95;12.00240048;9.00180036;5.0010002;5.0010002;4.00080016
96;20.28218695;14.99118166;7.054673721;5.291005291;4.409171076
97;23;15;7;5;4
98;19.84126984;14.88095238;7.936507937;5.952380952;5.952380952
99;18.73767258;14.79289941;7.889546351;5.917159763;4.930966469
100;20.15355086;14.39539347;7.677543186;5.75815739;3.838771593
101;15.26032316;13.46499102;6.283662478;4.488330341;3.590664273
102;16.66666667;13.7254902;7.843137255;5.882352941;4.901960784
103;41;15;6;6;6
104;36.1328125;22.4609375;6.8359375;5.859375;3.90625
105;71.02272727;59.65909091;36.93181818;28.40909091;20.83333333
106;19.5;14;7.5;7;6
107;38.5;21;7.5;5;4
108;21.5;13.5;8;4;3
109;34.35804702;15.37070524;8.137432188;5.424954792;5.424954792
111;61.40350877;38.01169591;24.36647173;19.49317739;14.61988304
112;22.417154;14.61988304;7.797270955;6.822612086;5.847953216
113;91.68241966;78.44990548;53.87523629;41.5879017;31.19092628
114;65.4296875;38.0859375;26.3671875;21.484375;16.6015625
115;61.40350877;38.98635478;24.36647173;21.44249513;17.54385965
116;67.77996071;59.92141454;39.29273084;29.46954813;20.62868369
117;59.80392157;48.03921569;29.41176471;23.52941176;20.58823529
118;39.81481481;24.07407407;12.03703704;9.259259259;6.481481481
119;74.37275986;67.20430108;48.38709677;38.53046595;31.36200717
120;41.26679463;23.03262956;9.596928983;6.717850288;3.838771593
121;67.7480916;62.02290076;49.61832061;42.9389313;36.25954198
122;80.55009823;75.63850688;59.92141454;54.02750491;44.2043222
125;46.35108481;35.50295858;20.71005917;16.765286;12.82051282
126;55;45;28;21;14
127;26.64636467;21.88808527;13.32318234;12.37152646;8.564902931
128;54.00696864;43.55400697;28.7456446;22.64808362;18.29268293
129;41.74067496;33.74777975;18.65008881;14.20959147;8.880994671
130;35.21126761;27.28873239;17.6056338;14.08450704;10.56338028
131;48.61111111;36.70634921;20.83333333;13.88888889;9.920634921
132;70;63;45;38;29
192;14.1;11.1;8.1;6.1;5.1
194;47.8;39.3;26;20;14.4
195;56.8;46;28.4;22.5;14.7
196;63.5;53.4;35.3;26.2;19.2
197;62.4;51.3;32.2;24.1;17.1
198;52.8;42.8;26.9;21.9;14.9
236;41.3;37.3;26.2;21.2;15.1
243;21;10.7;4.5;3.7;2
244;43.43413842;19.78891821;5.074081591;3.653338746;2.029632636
246;17;10.4;5.5;4.8;3
247;40;19.6;9.5;6.9;3.8
248;27.1;15.3;7.2;6;2.6
249;69.9;44.3;19.8;13.8;8.9
250;67.5;40.3;15.7;10.5;5.8
251;43.6;21.5;10.8;8.1;5.1
252;33.4;18.8;9.9;7.9;5.5
253;37.5;20.4;8.3;6;4.5
254;60.6;43.8;21.8;13.7;7.3
255;61.4;44.5;32;13.7;7.1
256;57.9;42.9;22;12;6
257;64;46.1;24.4;15;7.9
258;24.3;11.5;6.6;4.6;3.6
259;11.1;6.5;4.8;3.4;2.9
260;6;2.5;2.5;1.4;1.2
261;30.4;19.2;13.2;9.9;6.3
262;21.5;14.4;10.8;8.6;6.6
263;90.6;73.5;54.6;43.8;33.8
264;20.2;14.1;9.2;8.1;7.2
265;15.1;9.5;5.7;4.9;3.2
266;18.2;10.8;5.7;4.9;3.8
267;13.1;7.5;4.6;3.8;2.3
268;20.3;12.1;5.9;4.9;3.3
269;20.2;11.9;5.7;4.9;3.3
270;12.5;7.078572151;3.842653453;3.033673779;1.719081808
271;25;14.6998775;8.370763577;6.124948959;4.185381788
272;21.4;14.1706596;8.155775308;6.116831481;4.893465185
273;20.4;13.12843476;7.123956849;5.597394667;4.884998982
274;19.5;13.02666395;7.123956849;6.004477916;4.884998982
275;39;30.7;14.5;10.7;7.7
276;45.3;36.26666667;16.66666667;12;8
277;47.9;37.16525812;23.41920375;18.42989512;14.35699012
278;33.5;25.56818182;16.23376623;12.88555195;10.1461039
279;40.7;31.34222041;19.33448662;14.85702656;11.19365015
280;40.7;35.13953962;24.44489713;19.86147892;15.2780607
281;31.6;25.13938165;16.32032438;13.68474404;10.33958439
282;38.2;28.48712992;17.29575745;13.73486621;10.27571472
283;27.4;22.29880397;15.20372998;12.66977498;10.13581999
284;8.1;6.244334777;4.129318159;3.726457851;3.222882466
285;5.8;4.43369609;3.022974607;2.619911326;2.519145506
286;8.1;6.241820195;4.329004329;4.329004329;3.825631733
287;8.3;7.057874571;5.04133898;4.436378302;3.528937286
288;45.7;37.56726571;24.46948929;19.79896436;9.239516702
289;42.2;33.57070193;21.36317396;16.98880977;13.22482197
290;51.9;40.88689992;26.44426363;20.34174125;15.35801465
291;41.7;32.67508143;21.3762215;17.81351792;13.43648208
292;50;38.19491641;24.33056953;18.89357075;13.86434688
293;57.57884028;45.98168871;28.68769074;22.17700916;16.27670397
294;41.6;16.00080507;3.019019825;1.912045889;1.006339942
295;6.8;3.821399839;1.91069992;1.91069992;1.10619469
296;6.8;5.034739704;3.121538616;2.517369852;1.611116705
297;10.3;5.525972069;2.913694364;2.411333266;1.205666633
298;9.8;6.890960681;3.952168626;2.938792055;2.026753141
299;32.6;15.61391057;5.981952753;4.156950218;3.041670891
300;6;4.422555031;2.412302744;2.110764901;1.105638758
301;6.6;4.833350116;3.020843822;2.920149028;2.013895882
302;5.8;3.822553063;2.112463535;1.911276532;1.106528518
303;6.3;4.833350116;3.020843822;2.920149028;2.013895882
304;4.8;3.815644141;2.40988051;2.008233758;1.506175319
305;10.7;5.839122118;3.926306252;3.624282694;2.214839424
306;10.1;6.336753168;3.922751961;2.916918125;2.011667673
307;12.6;9.137463601;5.823877899;4.016467517;3.815644141
308;18.7;9.480584972;4.94200706;3.328290469;2.824004034
309;12;7.521058965;4.813477738;3.610108303;2.807862014
310;12;8.232931727;5.823293173;3.915662651;3.012048193
311;11.9;3.516881029;1.909163987;1.306270096;1.306270096
312;10.4;7.24710619;5.032712632;3.8248616;3.321590337
314;7;5.020080321;3.313253012;2.81124498;2.008032129
315;11.3;6.943046891;3.823706983;2.817468303;1.911853492
316;13;6.214292874;3.006915907;2.004610604;1.804149544
317;6.5;3.516881029;2.210610932;1.808681672;1.808681672
318;22.2;7.267588574;2.826284445;2.018774604;1.816897143
319;26.2;8.052340211;2.818319074;1.811776548;1.811776548
320;20.2;5.052546483;1.818916734;0.909458367;0.909458367
321;17.2;8.31210618;4.021986862;2.681324574;2.010993431
322;22.6;9.798657718;4.295302013;2.953020134;2.684563758
323;40.1;23.2699312;8.296236342;6.070416835;4.046944557
324;32.4;24.20016407;14.35602953;10.25430681;8.203445447
325;11.8;10.09693053;6.731287022;5.385029618;4.442649435
326;17;14.14224226;12.29760197;8.198401312;6.148800984
327;18.7;11.49425287;6.76132522;5.409060176;4.056795132
328;18.7;13.69120239;8.133387556;6.777822963;5.422258371
329;38.5;20.86743044;10.22913257;7.160392799;5.114566285
330;35.3;31.50889583;23.08841505;17.92747521;13.58142062
331;4.3;3.522189796;2.012679883;2.012679883;1.20760793
332;7.9;5.551069843;3.229713363;3.027856278;2.523213565
333;7.4;5.551069843;3.12878482;3.027856278;2.220427937
334;9.9;7.060010086;4.034291478;3.126575895;2.521432173
335;14;9.640755023;5.277044855;4.262228537;3.247412218
336;13.4;8.07183937;4.237715669;3.228735748;3.026939764
337;24;10.5;4.2;2.8;0.2
338;49.3;24.7;4;2.6;0.8
339;71.64603207;60.2800893;22.73188553;10.35112645;3.044448955
340;10.9;7.8;5.2;4.4;3
341;58.2;35.5;21.4;16.6;11.7
342;16.1;8.9;4.9;3.9;2.7
344;47.4;28.2;19.2;16.1;12.7
345;51.4;27.2;15.7;13.7;10.3
346;34.2;17.90801791;6.715506716;6.105006105;4.273504274
347;28;16.8;7.9;6.1;4.5
348;53.3;37.2;19.7;13.5;7.2
349;62.3;46.2;23.7;15.9;9
350;62.6;36.7;19.2;11.3;6.3
351;66.5;47.4;25.8;16.5;9.9
352;23.2;7.6;4;2.6;1.9
353;6;3.5;2.8;2.1;1.9
354;1.5;1;0.9;0.5;0.4
355;24.1;13.7;9.6;6.8;4.8
356;14.8;10.1;7.8;5.9;5.2
357;107.5;99.1;82.6;72.03;60.3
358;12.6;9;6.7;6.1;6
359;4.4;2.7;1.9;1.8;1.5
360;8;4.9;2.8;2.7;2.1
361;8.5;4.1;2.6;2;1.5
362;18.2;10.3;4.9;4.1;3.3
363;9;4.9;2.3;2.2;2
364;6.7;3.719340571;2.211499799;1.909931645;1.206272618
365;15.7;9.807886754;6.976744186;6.066734075;4.85338726
366;8.1;7.502027575;5.271695053;4.562043796;3.852392539
367;5.5;4.024144869;2.515090543;2.213279678;2.012072435
368;11.1;6.270226537;4.045307443;3.033980583;2.83171521
369;24.5;16.9;8.5;7;5
370;8;6.1;4;3.2;2.8
370.16;68.4;56.3;35.2;26.2;17.1
370.47;50.2;39.2;21.1;14.1;10
375;66;54;35;25;16
376;75.5;57.7;34.8;24.9;17.9
381;40;35;21;15;9
414;24.4;11.3;4.7;3.8;2.8
416;11.8;7.3;4.9;3.9;3
420;82.8;63.6;36.4;26.3;17.2
424;52.6;43.9;30.2;22.4;14.6
485;20;21;5;4;4
486;24;22;5;4;4
487;23;11;5;4;3
488;36;16;8;4;3
491;17;13;6;5;5
492;58;34;20;13;9
493;82;65;50;43;34
494;70;48;32;25;19
495;24;12;6;5;4
496;56;36;19;15;12
497;80;58;34;27;21
498;41;34;22;18;14
499;81;61;27;18;11
500;68.04733728;56.21301775;36.48915187;27.61341223;19.72386588
501;54;44;26;20;15
502;17;13;10;7;5
503;20;13;9;7;5
504;67;57;42;33;25
505;57;48;34;26;20
506;36;25;19;15;12
507;72;61;41;30;21
509;37;32;27;21;15
510;87;81;66;58;48
511;62;42;27;21;15
512;87;80;64;54;43
513;44;34;23;18;15
514;64;51;31;23;15
515;20;16;10;8;6
516;69.18729293;58.46813487;38.00428766;28.25959852;18.51490937
517;42;34;23;17;14
518;75;56;32;24;17
519;25;12;7;4;2
520;23.95209581;11.9760479;4.99001996;3.992015968;2.994011976
521;30.81510934;13.91650099;5.964214712;4.970178926;2.982107356
522;30;14;6;4;3
523;21.82539683;17.85714286;8.928571429;7.936507937;5.952380952
524;25;11.5;5;5;4
525;27.88844622;14.94023904;5.976095618;4.980079681;3.984063745
526;48.75621891;39.80099502;18.4079602;18.4079602;15.92039801
527;96.9981621400858;89.85092914029;59.2199305697366;49.0095977128854;40.8413314274045
528;64.4074514466904;54.4986127625842;27.7447483154974;16.8450257629806;9.90883868410622
529;86.33494244;69.62495358;38.98997401;25.993316;22.27998515
530;28.59960552;11.83431953;3.944773176;2.958579882;1.972386588
531;22.81746032;13.88888889;3.968253968;1.984126984;1.984126984
532;34.79125249;12.92246521;4.970178926;2.982107356;2.982107356
533;21.5;15;10;8.5;7.5
534;20.47952048;14.98501499;9.99000999;8.991008991;8.491508492
535;21.97802198;14.98501499;7.992007992;6.493506494;4.995004995
535.01;37.5;12.5;5;3;2.5
536;82.83433134;71.85628743;44.91017964;32.93413174;21.95608782
537;23.97602398;16.98301698;10.48951049;8.991008991;7.992007992
538;30;17;9.5;8.5;7.5
539;12;6.5;4;3.5;3.5
540;39.5;24;9.5;7.5;5.5
541;23.97602398;16.98301698;10.98901099;8.991008991;7.992007992
542;25.47452547;17.98201798;10.48951049;8.991008991;7.492507493
543;17.48251748;12.48751249;7.992007992;6.493506494;5.494505495
544;NA;54;31.5;24;17
545;24.47552448;17.48251748;10.98901099;8.991008991;6.993006993
546;19.5;13;8.5;7;6
547;39;14;6.5;5;4.5
548;38.46153846;17.48251748;7.992007992;4.995004995;3.496503497
549;43.5;20;7;4.5;4
550;NA;57;27.5;19;12.5
591;61.38613861;41.58415842;15.84158416;9.900990099;3.96039604
592;33.86454183;21.9123506;9.960159363;5.976095618;3.984063745
593;57.88423154;41.91616766;21.95608782;15.96806387;9.98003992
594;28.97102897;16.48351648;7.492507493;5.494505495;3.996003996
595;14.5;11;7.5;7;5
596;15.96806387;11.9760479;7.984031936;6.986027944;5.489021956
597;15.42288557;12.43781095;7.462686567;6.467661692;4.47761194
605;56.31298162;39.51788184;25.6866232;20.74688797;14.81920569
606;73.10808141;71.13218731;63.22861095;53.34914049;39.51788184
607;87.89452657;81.90171794;63.92329205;51.93767479;36.95565322
608;88.64541833;83.66533865;71.71314741;61.75298805;46.812749
612;63.73232424;43.81597291;27.88289185;20.91216889;14.93726349
613;87.59705355;82.61994824;63.70694804;51.76189528;37.8260004
614;92;87;70;58;44
617;88.80994671;80.91572923;64.14051707;52.29919084;37.49753306
618;64.9740104;44.9820072;27.98880448;21.99120352;15.99360256
619;87.8769722388656;77.8909526662672;58.9175154783303;46.9342919912123;32.9538645895746
622;88.82235529;85.82834331;53.89221557;44.91017964;35.92814371
624;96.61354582;92.62948207;77.68924303;67.72908367;54.78087649
627;32.98021187;19.9880072;14.9910054;12.99220468;8.994603238
628;66.839585;55.86592179;39.90422985;32.92098962;23.94253791
629;83.96641343;73.97041184;52.97880848;42.98280688;32.98680528
631;84.86421725;77.87539936;61.90095847;50.91853035;35.94249201
633;87.02531646;80.1028481;57.35759494;46.47943038;33.62341772
634;81.91808192;70.92907093;51.94805195;41.95804196;30.96903097
638;66.82625175;43.88589667;25.9325753;20.94554159;13.96369439
639;49.44620253;33.62341772;16.81170886;12.85601266;8.900316456
640;75.75757576;56.81818182;30.90111643;24.92025518;15.94896332
641;34.75670308;13.90268123;13.90268123;12.90963257;7.944389275
642;86.65338645;79.6812749;57.7689243;46.812749;34.86055777
643;49.48535234;34.63974663;17.81472684;13.85589865;8.90736342
644;93.29098849;85.35132989;61.53235411;51.60778087;37.71337832
645;58.55498214;49.62286622;34.73600635;30.76617705;22.82651846
646;76.02685624;61.2164297;43.44391785;35.5450237;25.671406
647;87.28426899;75.38186868;51.57706804;41.65840111;29.75600079
648;90.08117205;72.26291823;35.63650762;24.74757474;15.83844783
649;50.80693365;38.85236103;24.90535963;18.92807332;13.94700139
651;71.68458781;52.76782159;29.86857826;23.8948626;16.92552768
653;62.54964257;46.66401906;27.79984114;22.8355838;14.89277204
654;54.32635322;41.48557882;22.71829316;16.7917819;10.86527064
655;49.29022082;38.44637224;24.64511041;19.71608833;13.80126183
656;93.78084896;87.85784798;62.19151037;39.48667325;32.57650543
657;82.67716535;56.1023622;28.54330709;21.65354331;14.76377953
658;49.72155927;35.79952267;20.88305489;16.90533015;11.93317422
659;86.86587908;55.59416261;27.79708131;20.84781098;12.16122307
660;55.61072493;42.70109235;24.82621648;19.86097319;14.89572989
661;44.22169811;32.42924528;18.67138365;14.74056604;8.844339623
662;44.38745315;31.56441113;17.75498126;14.79581772;9.863878477
663;41.88272836;31.91065018;17.94974073;14.95811727;10.969286
664;78.38856916;73.42726731;53.58205993;43.65945624;29.76781107
665;76.51033386;68.56120827;52.66295707;45.70747218;35.77106518
666;22.71829316;14.81627815;7.902015014;5.92651126;2.96325563
667;84.29194764;71.400238;44.62514875;35.700119;26.77508925
668;71.80798741;55.08557938;33.44481605;26.55911863;18.68975015
669;89.92094862;75.09881423;48.41897233;36.56126482;24.70355731
672;19.88862371;13.9220366;6.961018298;6.961018298;3.977724741
673;61.41045959;45.56259905;26.74326466;21.79080824;14.85736926
674;51;23;10;9;5
675;64.66374851;55.71030641;34.8189415;27.8551532;16.9120573
677;35.58718861;21.74772637;9.88533017;7.908264136;3.954132068
679;54.58515284;34.73600635;15.87931719;11.90948789;7.939658595
680;86.18981573;79.25500297;62.41331484;52.50643947;39.62750149
683;64.5609853;53.6352801;32.77711561;27.81088598;20.85816448
686;73.38357795;57.51685839;37.68345894;31.73343911;21.81673939
688;75.4866905;59.59475566;37.74334525;32.77711561;23.83790226
689;89.28571429;81.34920635;55.55555556;45.63492063;33.73015873
694;79.72892167;55.81024517;29.89834562;24.91528802;15.94578433
697;29.54500689;19.69667126;12.80283632;11.81800276;8.863502068
698;92.0792079207921;73.2673267326733;43.5643564356436;33.6633663366337;23.7623762376238
700;84.69568643;64.0141816;38.40850896;29.54500689;21.66633839
702;86.79169992;61.85155626;32.92098962;25.9377494;18.95450918
705;87.75428799;73.79337854;50.85759872;43.877144;34.90227363
706;89.46322068;70.57654076;40.7554672;32.80318091;25.84493042
707;88.04907004;81.12386229;62.32686981;54.41234666;45.50850811
710;87.23235527;63.44171293;40.64234734;33.70340999;28.74702617
711;83.30027767;60.49186831;36.69178897;30.74176914;24.79174931
713;42.63335316;22.80388658;14.87209994;12.88915328;9.914733294
714;43.69414101;22.84011917;14.89572989;13.90268123;9.930486594
715;40.60209943;21.78649237;14.85442662;13.86413151;10.89324619
717;97.845424;93.89207353;76.10199644;67.2069579;56.33524412
718;97.24151617;92.28021433;78.38856916;68.46596547;56.55884104
719;87.66686591;64.75393505;34.86750349;27.89400279;21.91671648
720;89.5166103;60.67236921;31.82812811;25.86035409;19.89258007
721;79.9840032;57.98840232;32.99340132;26.99460108;19.9960008
722;85.46168959;60.90373281;33.39882122;26.52259332;20.62868369
723;82.22706558;59.44125223;30.71131365;25.75787597;19.81375074
724;80.18214215;59.39417937;34.64660463;27.71728371;20.78796278
737;85.19912819;73.31087775;48.54368932;39.62750149;29.72062611
740;87.02531646;74.1693038;49.44620253;40.54588608;29.66772152
743;85.55511341;67.64822921;33.8241146;24.8706725;15.9172304
744;90.34948372;70.49245433;35.7426529;24.82128674;16.87847498
745;86.68792348;68.75249103;34.87445197;24.91032284;16.93901953
746;86.8878357;68.12796209;36.53238547;26.65876777;18.75987362
747;91.61521609;69.70722964;32.86197969;23.89962159;16.92889863
748;88.98556456;73.16590864;35.59422583;25.70694087;17.79711291
749;9.499050095;6.99930007;2.499750025;1.99980002;0.99990001
750;12.5;8.5;5.5;4;3
751;10.99890011;9.9990001;2.99970003;1.99980002;0.99990001
752;12.99870013;7.99920008;5.99940006;4.499550045;2.99970003
753;11.49885011;7.99920008;4.99950005;1.99980002;1.499850015
754;12;9;5.5;4.5;3.5
755;12.99740052;8.99820036;4.49910018;3.99920016;2.4995001
756;12.5;9;7.5;5;4
757;11.99880012;9.499050095;4.99950005;3.99960004;2.499750025
758;11;8.5;6;4;3
759;13;10;5;4;2
760;11;8;5.5;4;3
761;17.99820018;11.99880012;5.99940006;4.99950005;2.99970003
762;15.99680064;9.9980004;6.49870026;4.9990002;3.99920016
763;10.49790042;6.99860028;4.9990002;3.99920016;1.49970006
764;22.49775022;14.99850015;9.9990001;7.99920008;5.99940006
765;25;15.5;8;6;4.5
766;24.5;15.5;10;7.5;5.5
767;18.49630074;11.99760048;5.99880024;4.9990002;2.99940012
768;16;10.5;6.5;5;3.5
769;18;11;5;4;2.5
770;22;14;8;6;4
771;19.5;14.5;6;4;3
772;23;15;8;6;4
773;20;13.5;4;3;1
774;26;16;9;4;2.5
775;16.49670066;10.99780044;6.49870026;4.9990002;2.99940012
776;16.5;11;8;2.5;2
777;11.99760048;6.99860028;5.49890022;2.99940012;1.99960008
778;18.99810019;12.99870013;8.499150085;2.99970003;1.499850015
779;17.49825017;10.99890011;5.99940006;3.99960004;2.499750025
780;15.99840016;9.9990001;6.499350065;1.499850015;0.99990001
781;20.5;9;5.5;3;1.5
782;36.49270146;20.99580084;11.99760048;4.49910018;2.99940012
783;31;18;10;7;4.5
784;34.99650035;19.9980002;11.99880012;4.499550045;2.99970003
785;31.99680032;19.9980002;11.99880012;7.99920008;5.499450055
786;42.49575042;29.49705029;16.99830017;7.99920008;4.99950005
787;45.99540046;32.99670033;18.49815018;11.49885011;6.99930007
788;41;27.5;16;7.5;4
789;42.99570043;30.99690031;16.99830017;9.9990001;5.99940006
790;38;26;15.5;7.5;4
791;29.9940012;17.99640072;8.99820036;5.49890022;2.99940012
792;45.99080184;27.99440112;15.49690062;6.99860028;3.99920016
794;65.1;45.4;18.7;11.2;6.9
795;53.1;34.4;14.8;10.8;4.9
796;55.4;36;15.6;8.8;3.9
799;40.95904096;27.47252747;13.98601399;9.490509491;6.993006993
800;44.49555044;29.49705029;13.99860014;10.4989501;6.499350065
802;64.1;45.4;20.7;12.8;6.9
803;41.4;28.6;14.8;9.9;4.9
804;19.90049751;13.43283582;7.960199005;5.472636816;3.980099502
805;26.5;16.5;8.5;6.5;5.5
806;15.992004;11.994003;7.496251874;6.496751624;3.998001
807;15.99040576;11.99280432;7.995202878;5.996402159;4.497301619
808;14.9940024;10.99560176;6.49740104;4.49820072;3.99840064
809;17.97483523;13.48112642;8.987417615;7.489514679;5.492310765
810;15.99040576;11.49310414;6.995802518;4.997001799;4.497301619
811;16.98471376;12.48876012;7.992806474;6.49415526;4.495953642
812;16.49505148;12.99610117;8.497450765;5.498350495;4.99850045
813;15.992004;12.49375312;7.496251874;6.996501749;5.497251374
814;9.494303418;6.995802518;5.996402159;3.997601439;3.497901259
815;8.990110878;7.491759065;3.995604835;3.995604835;2.996703626
816;14.43073248;11.94267516;8.459394904;6.96656051;7.961783439
817;14.98800959;11.99040767;7.993605116;5.995203837;4.496402878
818;16.99150425;13.49325337;7.996001999;7.496251874;5.997001499
